,Format,Game Location,Line,Length,Location,Speed,Bowling Style,Bounce,Out
9811,ODI,Mount Maunganui,Legside,Full,Legside,106,Right arm Medium fast,Normal,0
9812,ODI,Mount Maunganui,Offside,Good,Close,73,Legbreak,Normal,0
9813,ODI,Mount Maunganui,Middle Stump,Good,Long-on,73,Legbreak,Normal,0
9814,ODI,Mount Maunganui,Middle Stump,Good,Deep Midwicket,72,Legbreak,Normal,0
9815,ODI,Mount Maunganui,Middle Stump,Good,Deep Point,94,Legbreak,Normal,0
9816,ODI,Mount Maunganui,Legside,Good,Square Leg,116,Right arm Medium fast,Normal,0
9817,ODI,Mount Maunganui,Middle Stump,Good,Sweeper,120,Right arm Medium fast,Normal,0
9818,ODI,Mount Maunganui,Middle Stump,Good,Deep Point,73,Legbreak,Normal,0
9819,ODI,Mount Maunganui,Legside,Good,Midwicket,90,Legbreak,Normal,0
9820,ODI,Mount Maunganui,Middle Stump,Full,Long-off,87,Legbreak,Normal,0
9821,ODI,Mount Maunganui,Legside,Short,Fine Leg,131,Left arm Fast medium,Normal,1
9822,ODI,Mount Maunganui,Middle Stump,Good,Close,129,Left arm Fast medium,Normal,0
9823,ODI,Mount Maunganui,Leg Stump,Good,Legside,136,Left arm Fast medium,Normal,0
9824,ODI,Mount Maunganui,Offside,Good,Wicketkeeper,135,Left arm Fast medium,Normal,0
9825,ODI,Mount Maunganui,Middle Stump,Good,Wicketkeeper,131,Left arm Fast medium,Normal,0
9826,ODI,Mount Maunganui,Middle Stump,Full,Offside,128,Right arm Fast medium,Normal,0
9827,ODI,Mount Maunganui,Middle Stump,Good,Point,129,Left arm Fast medium,Normal,0
9828,ODI,Mount Maunganui,Offside,Full,Mid-Off,56,Slow Left arm Orthodox,Normal,0
9829,ODI,Mount Maunganui,Middle Stump,Full,Long-on,61,Slow Left arm Orthodox,Normal,0
9830,ODI,Mount Maunganui,Offside,Good,Point,59,Slow Left arm Orthodox,Normal,0
9831,ODI,Mount Maunganui,Offside,Short,Point,147,Right arm Fast,Normal,0
9832,ODI,Mount Maunganui,Wide Outside Off,Good,Point,145,Right arm Fast,Normal,0
9833,ODI,Mount Maunganui,Offside,Good,Offside,148,Right arm Fast,Normal,0
9834,ODI,Mount Maunganui,Leg Stump,Good,Legside,146,Right arm Fast,Normal,0
9835,ODI,Mount Maunganui,Middle Stump,Good,Midwicket,52,Slow Left arm Orthodox,Normal,0
9836,ODI,Mount Maunganui,Middle Stump,Full,Long-off,61,Slow Left arm Orthodox,Normal,0
9837,ODI,Mount Maunganui,Offside,Good,Point,142,Right arm Fast,Normal,0
9838,ODI,Mount Maunganui,Middle Stump,Good,Mid-On,148,Right arm Fast,Normal,0
9839,ODI,Mount Maunganui,Legside,Good,Deep Square Leg,147,Right arm Fast,Normal,0
9840,ODI,Mount Maunganui,Offside,Short,Point,50,Slow Left arm Orthodox,Normal,0
9841,ODI,Mount Maunganui,Offside,Short,Offside,55,Slow Left arm Orthodox,Normal,0
9842,ODI,Mount Maunganui,Offside,Good,Offside,57,Slow Left arm Orthodox,Normal,0
9843,ODI,Mount Maunganui,Middle Stump,Good,Offside,61,Slow Left arm Orthodox,Normal,0
9844,ODI,Mount Maunganui,Offside,Short,Point,89,Legbreak,Normal,0
9845,ODI,Mount Maunganui,Offside,Good,Point,79,Legbreak,Normal,0
9846,ODI,Mount Maunganui,Middle Stump,Good,Long-on,92,Legbreak,Normal,0
9847,ODI,Mount Maunganui,Middle Stump,Good,Long-on,96,Legbreak,Normal,0
9848,ODI,Mount Maunganui,Middle Stump,Good,Close,58,Slow Left arm Orthodox,Normal,0
9849,ODI,Mount Maunganui,Middle Stump,Full,Close,57,Slow Left arm Orthodox,Normal,0
9850,ODI,Mount Maunganui,Offside,Good,Sweeper,55,Slow Left arm Orthodox,Normal,0
9851,ODI,Mount Maunganui,Offside,Short,Point,61,Slow Left arm Orthodox,Normal,0
9852,ODI,Mount Maunganui,Offside,Back of a Length,Sweeper,75,Legbreak,Normal,0
9853,ODI,Mount Maunganui,Offside,Full,Sweeper,80,Legbreak,Normal,0
9854,ODI,Mount Maunganui,Off Stump,Good,Covers,60,Slow Left arm Orthodox,Normal,0
9855,ODI,Mount Maunganui,Off Stump,Back of a Length,Offside,52,Slow Left arm Orthodox,Normal,0
9856,ODI,Mount Maunganui,Off Stump,Good,Close,60,Slow Left arm Orthodox,Normal,0
9857,ODI,Mount Maunganui,Middle Stump,Good,Deep Midwicket,60,Slow Left arm Orthodox,Normal,0
9858,ODI,Mount Maunganui,Middle Stump,Good,Long-on,57,Slow Left arm Orthodox,Normal,0
9859,ODI,Mount Maunganui,Leg Stump,Full,Midwicket,78,Legbreak,Normal,0
9860,ODI,Mount Maunganui,Off Stump,Short,Midwicket,78,Legbreak,High,0
9861,ODI,Mount Maunganui,Off Stump,Back of a Length,Sweeper,84,Legbreak,Normal,0
9862,ODI,Mount Maunganui,Off Stump,Short,Close,78,Legbreak,Normal,0
9863,ODI,Mount Maunganui,Offside,Short,Offside,72,Legbreak,Normal,0
9864,ODI,Mount Maunganui,Middle Stump,Full,Wicketkeeper,135,Right arm Fast medium,Normal,0
9865,ODI,Mount Maunganui,Offside,Back of a Length,Third Man,132,Right arm Fast medium,Normal,0
9866,ODI,Mount Maunganui,Offside,Full,Sweeper,92,Legbreak,Normal,0
9867,ODI,Mount Maunganui,Offside,Full,Sweeper,79,Legbreak,Normal,0
9868,ODI,Mount Maunganui,Offside,Full,Sweeper,88,Legbreak,Normal,0
9869,ODI,Mount Maunganui,Offside,Back of a Length,Offside,142,Right arm Fast,Normal,0
9870,ODI,Mount Maunganui,Off Stump,Good,Close,57,Slow Left arm Orthodox,Normal,0
9871,ODI,Mount Maunganui,Off Stump,Good,Close,60,Slow Left arm Orthodox,Normal,0
9872,ODI,Mount Maunganui,Offside,Back of a Length,Mid-Off,57,Slow Left arm Orthodox,Normal,0
9873,ODI,Mount Maunganui,Middle Stump,Full,Long-on,63,Slow Left arm Orthodox,Normal,0
9874,ODI,Mount Maunganui,Leg Stump,Short,Close,140,Right arm Fast,Normal,0
9875,ODI,Mount Maunganui,Middle Stump,Short,Close,148,Right arm Fast,High,0
9876,ODI,Mount Maunganui,Middle Stump,Back of a Length,Wicketkeeper,145,Right arm Fast,Normal,0
9877,ODI,Mount Maunganui,Middle Stump,Short,Midwicket,140,Right arm Fast,Normal,0
9878,ODI,Mount Maunganui,Leg Stump,Short,Fine Leg,146,Right arm Fast,Normal,0
9879,ODI,Mount Maunganui,Middle Stump,Short,Long-on,51,Slow Left arm Orthodox,Normal,0
9880,ODI,Mount Maunganui,Offside,Back of a Length,Offside,52,Slow Left arm Orthodox,Normal,0
9881,ODI,Mount Maunganui,Offside,Back of a Length,Offside,57,Slow Left arm Orthodox,Normal,0
9882,ODI,Mount Maunganui,Middle Stump,Short,Long-on,60,Slow Left arm Orthodox,Normal,0
9883,ODI,Mount Maunganui,Legside,Short,Legside,145,Right arm Fast,High,0
9884,ODI,Mount Maunganui,Leg Stump,Good,Midwicket,143,Right arm Fast,Normal,0
9885,ODI,Mount Maunganui,Offside,Full,Mid-Off,146,Right arm Fast,Normal,0
9886,ODI,Mount Maunganui,Offside,Good,Sweeper,142,Right arm Fast,Normal,0
9887,ODI,Mount Maunganui,Middle Stump,Full,Long-off,60,Slow Left arm Orthodox,Normal,0
9888,ODI,Mount Maunganui,Off Stump,Full,Extra Cover,50,Slow Left arm Orthodox,Normal,0
9889,ODI,Mount Maunganui,Middle Stump,Good,Deep Square Leg,49,Slow Left arm Orthodox,Normal,0
9890,ODI,Mount Maunganui,Off Stump,Good,Close,135,Left arm Fast medium,Normal,0
9891,ODI,Mount Maunganui,Offside,Short,Point,137,Left arm Fast medium,Normal,0
9892,ODI,Mount Maunganui,Offside,Good,Third Man,134,Left arm Fast medium,Normal,0
9893,ODI,Mount Maunganui,Offside,Back of a Length,Offside,54,Slow Left arm Orthodox,Normal,0
9894,ODI,Mount Maunganui,Middle Stump,Good,Extra Cover,131,Left arm Fast medium,Normal,1
9895,ODI,The Oval,Offside,Full,Wicketkeeper,148,Right-arm fast,Normal,0
9896,ODI,The Oval,Legside,Full,Legside,148,Right-arm fast,Normal,0
9897,ODI,The Oval,Offside,Good,Offside,145,Right-arm fast,Normal,0
9898,ODI,The Oval,Legside,Full,Legside,84,Legbreak googly,Normal,0
9899,ODI,The Oval,Offside,Full,Extra Cover,70,Legbreak googly,Normal,0
9900,ODI,The Oval,Middle Stump,Good,Close,70,Legbreak googly,Normal,0
9901,ODI,The Oval,Offside,Back of a Length,Offside,148,Right-arm fast,Normal,0
9902,ODI,The Oval,Offside,Short,Deep Point,143,Right-arm fast,Normal,0
9903,ODI,The Oval,Offside,Full,Close,77,Legbreak googly,Normal,0
9904,ODI,The Oval,Offside,Full,Extra Cover,73,Legbreak googly,Normal,0
9905,ODI,The Oval,Off Stump,Full,Deep Point,90,Legbreak googly,Normal,0
9906,ODI,The Oval,Middle Stump,Good,Close,-1,Right arm Fast,Normal,0
9907,ODI,The Oval,Offside,Good,Offside,140,Right arm Fast,Normal,0
9908,ODI,The Oval,Middle Stump,Full,Mid-On,141,Right arm Fast,Normal,0
9909,ODI,The Oval,Legside,Short,Wicketkeeper,145,Right arm Fast,High,0
9910,ODI,The Oval,Offside,Full,Point,142,Right arm Fast,Normal,0
9911,ODI,The Oval,Offside,Good,Deep Point,141,Right arm Fast,Normal,0
9912,ODI,The Oval,Off Stump,Good,Mid-On,81,Right arm Offbreak,Normal,0
9913,ODI,The Oval,Offside,Good,Offside,71,Right arm Offbreak,Normal,0
9914,ODI,The Oval,Offside,Full,Offside,145,Right arm Fast,Normal,0
9915,ODI,The Oval,Offside,Good,Sweeper,93,Right arm Offbreak,Normal,0
9916,ODI,The Oval,Offside,Full,Point,110,Right arm Medium,Normal,0
9917,ODI,The Oval,Offside,Full,Close,97,Right arm Medium,Normal,0
9918,ODI,The Oval,Offside,Full,Offside,107,Right arm Medium,Normal,0
9919,ODI,The Oval,Offside,Good,Third Man,103,Right arm Medium,Normal,0
9920,ODI,The Oval,Middle Stump,Good,Deep Midwicket,110,Right arm Medium,Normal,0
9921,ODI,The Oval,Legside,Full,Legside,89,Right arm Offbreak,Normal,0
9922,ODI,The Oval,Middle Stump,Good,Deep Midwicket,75,Right arm Offbreak,Normal,0
9923,ODI,The Oval,Middle Stump,Short,Long-on,76,Right arm Offbreak,Normal,0
9924,ODI,The Oval,Offside,Good,Midwicket,106,Right arm Medium,Normal,0
9925,ODI,The Oval,Offside,Short,Midwicket,108,Right arm Medium,High,0
9926,ODI,The Oval,Middle Stump,Good,Midwicket,98,Right arm Medium,Normal,0
9927,ODI,The Oval,Legside,Full,Long-on,71,Right arm Offbreak,Normal,0
9928,ODI,The Oval,Legside,Short,Midwicket,94,Right arm Offbreak,Normal,0
9929,ODI,The Oval,Middle Stump,Short,Point,147,Left-arm fast,Normal,0
9930,ODI,The Oval,Middle Stump,Back of a Length,Offside,144,Left-arm fast,Normal,0
9931,ODI,The Oval,Legside,Good,Deep Square Leg,144,Left-arm fast,Normal,0
9932,ODI,The Oval,Offside,Full,Long-off,143,Right-arm fast,Normal,0
9933,ODI,The Oval,Offside,Short,Point,144,Right-arm fast,Normal,0
9934,ODI,The Oval,Middle Stump,Short,Midwicket,147,Right-arm fast,High,0
9935,ODI,The Oval,Offside,Short,Legside,140,Right-arm fast,Normal,0
9936,ODI,The Oval,Leg Stump,Full,Deep Midwicket,140,Left-arm fast,Normal,0
9937,ODI,The Oval,Middle Stump,Short,Point,145,Left-arm fast,Normal,0
9938,ODI,The Oval,Middle Stump,Short,Offside,148,Right-arm fast,Normal,0
9939,ODI,The Oval,Offside,Back of a Length,Offside,149,Right-arm fast,Normal,0
9940,ODI,The Oval,Offside,Short,Deep Midwicket,133,Right-arm fast,High,0
9941,ODI,The Oval,Offside,Short,Point,147,Right-arm fast,Normal,0
9942,ODI,The Oval,Offside,Good,Offside,140,Right-arm fast,Normal,0
9943,ODI,The Oval,Offside,Good,Third Man,143,Right arm Fast,Normal,0
9944,ODI,The Oval,Offside,Short,Offside,147,Right arm Fast,Normal,0
9945,ODI,The Oval,Legside,Short,Deep Square Leg,145,Right arm Fast,High,0
9946,ODI,The Oval,Leg Stump,Full,Deep Square Leg,144,Right arm Fast,Normal,0
9947,ODI,The Oval,Offside,Back of a Length,Sweeper,149,Right-arm fast,Normal,0
9948,ODI,The Oval,Offside,Full,Offside,79,Right arm Offbreak,Normal,0
9949,ODI,The Oval,Middle Stump,Good,Deep Midwicket,89,Right arm Offbreak,Normal,0
9950,ODI,The Oval,Offside,Short,Deep Point,78,Right arm Offbreak,Normal,0
9951,ODI,The Oval,Middle Stump,Good,Offside,145,Right-arm fast,Normal,0
9952,ODI,The Oval,Legside,Good,Legside,140,Right-arm fast,Normal,0
9953,ODI,The Oval,Off Stump,Full,Offside,142,Right-arm fast,Normal,0
9954,ODI,The Oval,Middle Stump,Good,Deep Midwicket,144,Right-arm fast,Normal,0
9955,ODI,The Oval,Wide Outside Off,Good,Legside,86,Legbreak googly,Normal,0
9956,ODI,The Oval,Middle Stump,Good,Deep Midwicket,80,Legbreak googly,Normal,0
9957,ODI,The Oval,Off Stump,Full,Wicketkeeper,146,Right arm Fast,Normal,0
9958,ODI,The Oval,Offside,Full,Wicketkeeper,146,Left-arm fast,Normal,0
9959,ODI,The Oval,Middle Stump,Full,Third Man,146,Left-arm fast,Normal,0
9960,ODI,The Oval,Wide Outside Off,Full,Offside,143,Left-arm fast,Normal,0
9961,ODI,The Oval,Leg Stump,Good,Deep Midwicket,141,Left-arm fast,Normal,0
9962,ODI,The Oval,Middle Stump,Full,Close,143,Left-arm fast,Normal,0
9963,ODI,The Oval,Middle Stump,Good,Third Man,146,Right arm Fast,Normal,0
9964,ODI,The Oval,Offside,Full,Offside,144,Left-arm fast,Normal,0
9965,ODI,The Oval,Offside,Good,Mid-On,140,Left-arm fast,Normal,0
9966,ODI,The Oval,Wide Outside Off,Full,Offside,145,Left-arm fast,Normal,0
9967,ODI,The Oval,Legside,Good,Legside,104,Right arm Medium,Normal,0
9968,ODI,The Oval,Offside,Back of a Length,Point,102,Right arm Medium,Normal,0
9969,ODI,The Oval,Legside,Good,Wicketkeeper,145,Left-arm fast,Normal,0
9970,ODI,The Oval,Middle Stump,Good,Long-on,108,Right arm Medium,Normal,0
9971,ODI,The Oval,Off Stump,Good,Offside,107,Right arm Medium,Normal,0
9972,ODI,The Oval,Off Stump,Good,Point,107,Right arm Medium,Normal,1
9973,ODI,Southampton,Legside,Back of a Length,Deep Square Leg,78,Right arm Offbreak,Normal,0
9974,ODI,Southampton,Offside,Full,Point,72,Right arm Offbreak,Normal,0
9975,ODI,Southampton,Offside,Full,Offside,81,Right arm Offbreak,Normal,0
9976,ODI,Southampton,Offside,Short,Offside,90,Right arm Offbreak,Normal,0
9977,ODI,Southampton,Middle Stump,Good,Midwicket,113,Right-arm medium-fast,Normal,0
9978,ODI,Southampton,Offside,Full,Legside,116,Right-arm medium-fast,Normal,0
9979,ODI,Southampton,Leg Stump,Full,Short Fine Leg,118,Right-arm medium-fast,Normal,0
9980,ODI,Southampton,Offside,Full,Offside,123,Right-arm medium-fast,Normal,0
9981,ODI,Southampton,Middle Stump,Short,Deep Midwicket,113,Right-arm medium-fast,High,0
9982,ODI,Southampton,Offside,Short,Deep Midwicket,91,Right arm Offbreak,High,0
9983,ODI,Southampton,Offside,Full,Offside,112,Right arm Medium fast,Normal,0
9984,ODI,Southampton,Middle Stump,Full,Midwicket,118,Right arm Medium fast,Normal,0
9985,ODI,Southampton,Middle Stump,Full,Point,82,Right arm Offbreak,Normal,0
9986,ODI,Southampton,Middle Stump,Short,Deep Point,87,Right arm Offbreak,Normal,0
9987,ODI,Southampton,Middle Stump,Good,Close,71,Right arm Offbreak,Normal,0
9988,ODI,Southampton,Legside,Full,Short Fine Leg,78,Right arm Offbreak,Normal,0
9989,ODI,Southampton,Wide Outside Off,Short,Close,125,Right arm Medium fast,Normal,0
9990,ODI,Southampton,Wide Outside Off,Short,Close,112,Right arm Medium fast,Normal,0
9991,ODI,Southampton,Middle Stump,Short,Third Man,113,Right arm Medium fast,Normal,0
9992,ODI,Southampton,Offside,Good,Offside,115,Right arm Medium fast,Normal,0
9993,ODI,Southampton,Middle Stump,Full,Close,79,Right arm Offbreak,Normal,0
9994,ODI,Southampton,Offside,Good,Square Leg,93,Right arm Offbreak,Normal,0
9995,ODI,Southampton,Legside,Good,Legside,86,Right arm Offbreak,Normal,0
9996,ODI,Southampton,Middle Stump,Full,Close,75,Right arm Offbreak,Normal,0
9997,ODI,Southampton,Middle Stump,Short,Deep Point,126,Right arm Medium fast,Normal,0
9998,ODI,Southampton,Middle Stump,Full,Midwicket,83,Right arm Offbreak,Normal,0
9999,ODI,Southampton,Legside,Short,Long Leg,126,Right arm Medium fast,High,0
10000,ODI,Southampton,Middle Stump,Good,Point,114,Right arm Medium fast,Normal,0
10001,ODI,Southampton,Middle Stump,Short,Midwicket,72,Right arm Offbreak,Normal,0
10002,ODI,Southampton,Middle Stump,Full,Midwicket,79,Right arm Offbreak,Normal,0
10003,ODI,Southampton,Middle Stump,Short,Midwicket,71,Right arm Offbreak,Normal,0
10004,ODI,Southampton,Middle Stump,Short,Close,84,Right arm Offbreak,Normal,0
10005,ODI,Southampton,Middle Stump,Good,Close,114,Right arm Medium fast,Normal,0
10006,ODI,Southampton,Middle Stump,Short,Deep Square Leg,125,Right arm Medium fast,High,0
10007,ODI,Southampton,Legside,Full,Square Leg,73,Right arm Offbreak,Normal,0
10008,ODI,Southampton,Legside,Full,Square Leg,70,Right arm Offbreak,Normal,0
10009,ODI,Southampton,Offside,Full,Offside,79,Right arm Offbreak,Normal,0
10010,ODI,Southampton,Middle Stump,Full,Extra Cover,0,Rashid Khan Arman,Normal,0
10011,ODI,Southampton,Middle Stump,Short,Close,0,Rashid Khan Arman,Normal,0
10012,ODI,Southampton,Middle Stump,Full,Midwicket,0,Rashid Khan Arman,Normal,0
10013,ODI,Southampton,Legside,Short,Long Leg,0,Rashid Khan Arman,Normal,0
10014,ODI,Southampton,Offside,Short,Midwicket,75,Right arm Offbreak,Normal,0
10015,ODI,Southampton,Offside,Good,Offside,81,Right arm Offbreak,Normal,0
10016,ODI,Southampton,Offside,Full,Short Third Man,76,Right arm Offbreak,Normal,0
10017,ODI,Southampton,Offside,Full,Offside,71,Right arm Offbreak,Normal,0
10018,ODI,Southampton,Legside,Short,Legside,0,Rashid Khan Arman,Normal,0
10019,ODI,Southampton,Offside,Full,Offside,0,Rashid Khan Arman,Normal,0
10020,ODI,Southampton,Offside,Full,Offside,0,Rashid Khan Arman,Normal,0
10021,ODI,Southampton,Offside,Full,Offside,0,Rashid Khan Arman,Normal,0
10022,ODI,Southampton,Middle Stump,Full,Offside,88,Legbreak Googly,Normal,0
10023,ODI,Southampton,Offside,Full,Offside,0,Rashid Khan Arman,Normal,0
10024,ODI,Southampton,Offside,Full,Extra Cover,87,Legbreak Googly,Normal,0
10025,ODI,Southampton,Offside,Full,Point,0,Rashid Khan Arman,Normal,0
10026,ODI,Southampton,Legside,Good,Legside,0,Rashid Khan Arman,Normal,0
10027,ODI,Southampton,Middle Stump,Full,Offside,78,Legbreak Googly,Normal,0
10028,ODI,Southampton,Middle Stump,Full,Offside,0,Rashid Khan Arman,Normal,0
10029,ODI,Southampton,Offside,Good,Long-on,92,Right arm Offbreak,Normal,0
10030,ODI,Southampton,Middle Stump,Full,Offside,83,Right arm Offbreak,Normal,0
10031,ODI,Southampton,Middle Stump,Full,Extra Cover,75,Legbreak Googly,Normal,0
10032,ODI,Southampton,Middle Stump,Full,Close,73,Legbreak Googly,Normal,0
10033,ODI,Southampton,Offside,Full,Offside,89,Legbreak Googly,Normal,0
10034,ODI,Southampton,Middle Stump,Good,Deep Point,73,Legbreak Googly,Normal,0
10035,ODI,Southampton,Middle Stump,Short,Close,93,Right arm Offbreak,Normal,0
10036,ODI,Southampton,Middle Stump,Good,Point,72,Right arm Offbreak,Normal,1
10037,ODI,Birmingham,Offside,Good,Point,128,Right-arm fast-medium,Normal,0
10038,ODI,Birmingham,Middle Stump,Full,Mid-On,131,Right-arm fast-medium,Normal,0
10039,ODI,Birmingham,Off Stump,Full,Offside,133,Right-arm fast-medium,Normal,0
10040,ODI,Birmingham,Middle Stump,Short,Close,133,Right-arm fast-medium,High,0
10041,ODI,Birmingham,Wide Outside Off,Good,Second slip,135,Right-arm fast-medium,Normal,0
10042,ODI,Birmingham,Middle Stump,Full,Close,137,Right-arm fast-medium,Normal,0
10043,ODI,Birmingham,Middle Stump,Good,Wicketkeeper,135,Right-arm fast-medium,Normal,0
10044,ODI,Birmingham,Middle Stump,Good,Point,136,Right-arm fast-medium,Normal,0
10045,ODI,Birmingham,Middle Stump,Good,Close,134,Right-arm fast-medium,Normal,0
10046,ODI,Birmingham,Offside,Full,Mid-On,134,Right-arm fast-medium,Normal,0
10047,ODI,Birmingham,Offside,Full,Mid-On,129,Right-arm fast-medium,Normal,0
10048,ODI,Birmingham,Offside,Good,Mid-Off,133,Right-arm fast-medium,Normal,0
10049,ODI,Birmingham,Off Stump,Short,Offside,135,Right-arm fast-medium,Normal,0
10050,ODI,Birmingham,Middle Stump,Full,Deep Midwicket,138,Right-arm fast-medium,Normal,0
10051,ODI,Birmingham,Offside,Good,Offside,150,Right-arm fast-medium,Normal,0
10052,ODI,Birmingham,Legside,Short,Fine Leg,133,Right-arm fast-medium,High,0
10053,ODI,Birmingham,Middle Stump,Full,Extra Cover,135,Right-arm fast-medium,Normal,0
10054,ODI,Birmingham,Middle Stump,Full,Mid-On,134,Right-arm fast-medium,Normal,0
10055,ODI,Birmingham,Offside,Good,Point,132,Right-arm fast-medium,Normal,0
10056,ODI,Birmingham,Offside,Full,Deep Square Leg,135,Right-arm fast-medium,Normal,0
10057,ODI,Birmingham,Offside,Back of a Length,Close,138,Right-arm fast-medium,Normal,0
10058,ODI,Birmingham,Middle Stump,Back of a Length,Offside,133,Right-arm fast-medium,Normal,0
10059,ODI,Birmingham,Middle Stump,Short,Wicketkeeper,135,Right-arm fast-medium,High,0
10060,ODI,Birmingham,Middle Stump,Good,Offside,138,Right-arm fast-medium,Normal,0
10061,ODI,Birmingham,Middle Stump,Back of a Length,Third Man,136,Right-arm fast-medium,Normal,0
10062,ODI,Birmingham,Offside,Back of a Length,Extra Cover,149,Right-arm fast,Normal,0
10063,ODI,Birmingham,Offside,Full,Offside,146,Right-arm fast,Normal,0
10064,ODI,Birmingham,Middle Stump,Back of a Length,Deep Midwicket,142,Right-arm fast,Normal,0
10065,ODI,Birmingham,Offside,Good,Offside,148,Right-arm fast,Normal,0
10066,ODI,Birmingham,Middle Stump,Good,Third Man,141,Right-arm fast,Normal,0
10067,ODI,Birmingham,Middle Stump,Good,Third Man,146,Right-arm fast,Normal,0
10068,ODI,Birmingham,Middle Stump,Good,Close,146,Right-arm fast,Normal,0
10069,ODI,Birmingham,Middle Stump,Full,Offside,142,Right-arm fast,Normal,0
10070,ODI,Birmingham,Offside,Good,Fine Leg,140,Right-arm fast,Normal,0
10071,ODI,Birmingham,Middle Stump,Short,Deep Midwicket,150,Right-arm fast,High,0
10072,ODI,Birmingham,Middle Stump,Back of a Length,Wicketkeeper,145,Right-arm fast,Normal,0
10073,ODI,Birmingham,Middle Stump,Good,Point,146,Right-arm fast,Normal,0
10074,ODI,Birmingham,Middle Stump,Good,Extra Cover,149,Right-arm fast,Normal,0
10075,ODI,Birmingham,Middle Stump,Good,Close,143,Right-arm fast,Normal,0
10076,ODI,Birmingham,Middle Stump,Back of a Length,Extra Cover,149,Right-arm fast,Normal,0
10077,ODI,Birmingham,Middle Stump,Full,Mid-Off,157,Right-arm fast,Normal,0
10078,ODI,Birmingham,Offside,Good,Deep Square Leg,148,Right-arm fast,Normal,0
10079,ODI,Birmingham,Offside,Full,Offside,149,Right-arm fast,Normal,0
10080,ODI,Birmingham,Off Stump,Good,Midwicket,146,Right-arm fast,Normal,0
10081,ODI,Birmingham,Middle Stump,Good,Midwicket,144,Right-arm fast,Normal,0
10082,ODI,Birmingham,Middle Stump,Good,Close,145,Right-arm fast,Normal,0
10083,ODI,Birmingham,Middle Stump,Full,Sweeper,147,Right-arm fast,Normal,0
10084,ODI,Birmingham,Middle Stump,Short,Close,143,Right-arm fast,Normal,0
10085,ODI,Birmingham,Offside,Full,Mid-Off,148,Right-arm fast,Normal,0
10086,ODI,Birmingham,Middle Stump,Short,Midwicket,148,Right-arm fast,High,0
10087,ODI,Birmingham,Middle Stump,Good,Point,146,Right-arm fast,Normal,0
10088,ODI,Birmingham,Leg Stump,Back of a Length,Legside,147,Right-arm fast,High,0
